name,holothurian,echinus,scallop,starfish,fish,corals,diver,cuttlefish,turtle,jellyfish
011111.jpg,0,0,0,0,0,0,1,0,0,0
010114.jpg,0,0,0,0,1,0,0,0,0,0
007015.jpg,0,0,0,0,0,0,0,0,1,0
003028.jpg,0,1,0,1,0,0,0,0,0,0
007030.jpg,0,0,0,0,0,0,1,0,1,0
003882.jpg,0,0,0,0,1,0,1,0,1,0
000634.jpg,0,0,1,1,0,0,0,0,0,0
008644.jpg,0,0,0,0,0,1,0,1,0,0
002494.jpg,0,1,0,1,0,0,0,0,0,0
013811.jpg,0,0,0,0,0,0,0,0,1,0
009955.jpg,0,0,0,0,0,1,1,0,0,0
004633.jpg,0,0,0,0,0,0,1,0,0,0
005096.jpg,0,0,0,0,1,0,0,0,1,0
007105.jpg,0,0,0,0,1,0,0,0,0,0
010270.jpg,0,0,0,0,0,1,1,0,0,0
010686.jpg,0,0,0,0,0,0,0,1,0,0
009116.jpg,0,0,0,0,1,1,0,1,0,0
001244.jpg,1,0,0,0,0,0,0,0,0,0
007846.jpg,0,0,0,0,0,0,1,1,0,0
008962.jpg,0,0,0,0,0,0,0,0,1,0
007764.jpg,0,0,0,0,0,0,0,1,0,0
009290.jpg,0,0,0,0,1,0,0,0,0,0
011977.jpg,0,0,0,0,0,0,0,0,1,0
013449.jpg,0,0,0,0,0,0,0,0,1,0
005615.jpg,0,0,0,0,1,0,1,0,0,0
004821.jpg,0,0,0,0,0,1,0,0,0,0
009663.jpg,0,0,0,0,0,0,1,0,0,0
003523.jpg,0,1,0,1,0,0,0,0,0,0
001018.jpg,1,1,0,1,0,0,0,0,0,0
013609.jpg,0,0,0,0,1,0,0,0,1,0
003438.jpg,1,0,0,1,0,0,0,0,0,0
005413.jpg,0,0,0,0,1,0,0,0,0,0
011212.jpg,0,0,0,0,1,0,0,1,0,0
009584.jpg,0,0,0,0,1,1,0,0,0,0
004646.jpg,0,0,0,0,1,0,1,0,0,0
002041.jpg,0,1,1,0,0,0,0,0,0,0
010905.jpg,0,0,0,0,1,0,0,1,0,0
011257.jpg,0,0,0,0,0,0,0,1,0,0
009195.jpg,0,0,0,0,0,0,1,0,0,0
001322.jpg,0,1,1,1,0,0,0,0,0,0
011473.jpg,0,0,0,0,0,1,0,0,0,0
001236.jpg,0,1,1,1,0,0,0,0,0,0
005815.jpg,0,0,0,0,0,1,0,0,0,0
004288.jpg,1,1,0,1,0,0,0,0,0,0
000615.jpg,0,0,1,0,0,0,0,0,0,0
001660.jpg,1,0,0,1,0,0,0,0,0,0
004608.jpg,0,0,0,0,0,0,1,0,0,0
013847.jpg,0,0,0,0,0,0,0,0,1,0
002460.jpg,1,0,0,0,0,0,0,0,0,0
013860.jpg,0,0,0,0,0,0,0,0,1,0
008342.jpg,0,0,0,0,0,0,0,1,0,0
012591.jpg,0,0,0,0,0,0,0,0,1,0
013764.jpg,0,0,0,0,0,0,0,0,1,0
008412.jpg,0,0,0,0,0,1,0,1,0,0
012234.jpg,0,0,0,0,0,1,0,1,0,0
008103.jpg,0,0,0,0,0,0,0,1,0,0
013152.jpg,0,0,0,0,0,1,0,0,1,0
013102.jpg,0,0,0,0,0,1,0,0,1,0
003813.jpg,0,1,0,1,0,0,0,0,0,0
000146.jpg,0,0,1,0,0,0,0,0,0,0
001292.jpg,1,0,0,0,0,0,0,0,0,0
003782.jpg,0,0,0,1,0,0,0,0,0,0
002355.jpg,1,1,1,0,0,0,0,0,0,0
007670.jpg,0,0,0,0,0,0,0,1,0,0
006081.jpg,0,0,0,0,1,0,1,0,0,0
009377.jpg,0,0,0,0,0,0,0,0,1,0
012670.jpg,0,0,0,0,1,0,0,0,0,1
004310.jpg,0,0,0,0,1,0,0,0,0,1
004878.jpg,0,0,0,0,0,0,0,0,1,0
002515.jpg,1,1,0,0,0,0,0,0,0,0
004818.jpg,0,0,0,0,1,1,0,0,0,0
000601.jpg,0,0,1,0,0,0,0,0,0,0
012158.jpg,0,0,0,0,1,1,1,0,1,0
009552.jpg,0,0,0,0,1,0,0,0,0,0
012458.jpg,0,0,0,0,0,0,0,1,0,0
013371.jpg,0,0,0,0,1,0,0,0,1,0
005209.jpg,0,0,0,0,0,0,1,0,1,0
004208.jpg,0,0,0,0,0,0,0,0,1,1
000474.jpg,0,0,1,0,0,0,0,0,0,0
006027.jpg,0,0,0,0,1,0,0,0,0,0
003495.jpg,0,0,0,1,0,0,0,0,0,0
004140.jpg,0,0,0,0,1,0,0,0,0,0
002388.jpg,0,1,0,1,0,0,0,0,0,0
011654.jpg,0,0,0,0,1,0,0,0,1,0
002293.jpg,0,1,0,1,0,0,0,0,0,0
004423.jpg,1,1,1,0,0,0,0,0,0,0
008063.jpg,0,0,0,0,0,0,0,1,0,0
004640.jpg,0,0,0,0,0,0,1,0,1,0
006159.jpg,0,0,0,0,0,0,1,0,0,0
003573.jpg,0,1,0,1,0,0,0,0,0,0
004336.jpg,0,0,0,0,1,1,0,0,0,0
002090.jpg,1,1,0,1,0,0,0,0,0,0
006870.jpg,0,0,0,0,0,0,0,0,1,1
008462.jpg,0,0,0,0,1,1,0,0,0,0
005143.jpg,0,0,0,0,1,0,0,0,1,0
001682.jpg,1,1,0,1,0,0,0,0,0,0
007826.jpg,0,0,0,0,0,0,1,1,0,0
006611.jpg,0,0,0,0,1,0,0,0,0,1
009984.jpg,0,0,0,0,0,1,1,0,0,0
000369.jpg,0,1,1,0,0,0,0,0,0,0
002558.jpg,1,0,0,0,0,0,0,0,0,0
005405.jpg,0,0,0,0,0,1,0,0,1,0
009572.jpg,0,0,0,0,1,1,0,0,0,0
004176.jpg,0,0,0,0,0,0,0,0,0,1
006302.jpg,1,1,1,0,0,0,0,0,0,0
004808.jpg,0,0,0,0,1,1,0,0,0,0
008985.jpg,0,0,0,0,0,1,0,1,0,0
012046.jpg,0,0,0,0,0,1,0,1,0,0
006373.jpg,0,0,0,0,0,0,0,0,1,0
008220.jpg,0,0,0,0,0,0,0,1,0,0
007260.jpg,0,0,0,0,0,0,1,1,0,0
001261.jpg,1,0,0,0,0,0,0,0,0,0
007792.jpg,0,0,0,0,1,0,0,1,0,0
013129.jpg,0,0,0,0,1,0,1,0,1,1
007074.jpg,0,0,0,0,1,0,0,0,0,0
005502.jpg,0,0,0,0,1,0,0,0,0,0
007941.jpg,0,0,0,0,1,1,0,0,0,0
001163.jpg,1,0,0,0,0,0,0,0,0,0
006528.jpg,0,0,0,0,0,0,0,0,0,1
011837.jpg,0,0,0,0,0,0,1,0,0,0
001545.jpg,0,0,0,1,0,0,0,0,0,0
005607.jpg,0,0,0,0,0,0,1,0,0,0
012571.jpg,0,0,0,0,1,0,0,0,0,1
009689.jpg,0,0,0,0,0,0,1,0,0,0
011137.jpg,0,0,0,0,0,0,1,0,1,0
001477.jpg,0,1,0,1,0,0,0,0,0,0
003075.jpg,0,1,0,1,0,0,0,0,0,0
002999.jpg,1,1,0,1,0,0,0,0,0,0
013401.jpg,0,0,0,0,0,0,0,0,0,1
010331.jpg,0,0,0,0,0,1,1,0,0,0
004155.jpg,0,0,0,0,1,1,0,0,0,0
001909.jpg,0,1,0,1,0,0,0,0,0,0
013678.jpg,0,0,0,0,0,0,0,0,1,0
013584.jpg,0,0,0,0,0,0,0,0,0,1
010268.jpg,0,0,0,0,0,0,1,0,0,0
009489.jpg,0,0,0,0,0,0,1,0,1,0
012460.jpg,0,0,0,0,0,0,0,1,0,0
004518.jpg,0,0,0,0,0,0,1,0,0,0
011652.jpg,0,0,0,0,1,0,0,0,0,0
005721.jpg,0,0,0,0,0,1,0,0,0,0
000942.jpg,1,1,1,0,0,0,0,0,0,0
006378.jpg,0,0,0,0,0,0,0,0,1,0
005760.jpg,0,0,0,0,1,0,1,0,0,0
000739.jpg,0,0,1,0,0,0,0,0,0,0
005907.jpg,0,0,0,0,0,0,1,0,0,0
009210.jpg,0,0,0,0,0,0,1,0,0,0
012554.jpg,0,0,0,0,0,0,0,0,1,0
013264.jpg,0,0,0,0,0,0,0,0,0,1
005360.jpg,0,0,0,0,0,0,1,0,0,0
002179.jpg,0,1,0,1,0,0,0,0,0,0
013417.jpg,0,0,0,0,0,0,0,0,0,1
007348.jpg,0,0,0,0,0,0,0,1,0,0
001749.jpg,1,1,1,0,0,0,0,0,0,0
011885.jpg,0,0,0,0,0,0,1,0,0,0
013502.jpg,0,0,0,0,0,0,0,0,0,1
006151.jpg,0,0,0,0,0,0,1,0,0,0
000307.jpg,1,0,0,0,0,0,0,0,0,0
003691.jpg,0,0,1,1,0,0,0,0,0,0
004368.jpg,1,1,1,0,0,0,0,0,0,0
012241.jpg,0,0,0,0,0,0,0,1,0,0
009140.jpg,0,0,0,0,0,0,0,1,0,0
007013.jpg,0,0,0,0,0,0,1,0,0,0
003879.jpg,0,0,0,0,0,0,0,0,1,0
012567.jpg,0,0,0,0,0,0,0,0,1,0
013606.jpg,0,0,0,0,1,0,0,0,1,0
007886.jpg,0,0,0,0,1,1,0,0,0,0
013204.jpg,0,0,0,0,0,0,0,0,1,1
004849.jpg,0,0,0,0,0,1,0,0,1,0
000372.jpg,1,1,0,0,0,0,0,0,0,0
010943.jpg,0,0,0,0,0,0,1,1,0,0
002995.jpg,1,1,0,1,0,0,0,0,0,0
012067.jpg,0,0,0,0,1,0,0,0,1,0
000718.jpg,0,0,1,1,0,0,0,0,0,0
008781.jpg,0,0,0,0,0,0,0,1,0,0
001190.jpg,0,1,0,1,0,0,0,0,0,0
000861.jpg,0,0,1,0,0,0,0,0,0,0
003404.jpg,0,0,0,1,0,0,0,0,0,0
008376.jpg,0,0,0,0,0,0,0,1,0,0
012898.jpg,0,0,0,0,0,1,0,0,1,0
000602.jpg,0,0,1,0,0,0,0,0,0,0
013189.jpg,0,0,0,0,0,0,0,0,1,1
009205.jpg,0,0,0,0,0,0,1,0,0,0
000491.jpg,0,0,1,0,0,0,0,0,0,0
012738.jpg,0,0,0,0,1,1,0,0,1,0
006808.jpg,0,0,0,0,0,0,0,0,0,1
009617.jpg,0,0,0,0,1,0,0,0,0,0
013897.jpg,0,0,0,0,0,0,0,0,1,0
002883.jpg,1,0,0,1,0,0,0,0,0,0
010966.jpg,0,0,0,0,0,0,1,1,0,0
013513.jpg,0,0,0,0,0,0,0,0,1,0
000407.jpg,1,0,1,1,0,0,0,0,0,0
012386.jpg,0,0,0,0,0,0,0,1,0,0
011534.jpg,0,0,0,0,1,0,0,0,0,0
004606.jpg,0,0,0,0,1,1,1,0,0,0
005065.jpg,0,0,0,0,0,0,0,0,1,0
010298.jpg,0,0,0,0,0,0,1,0,0,0
005885.jpg,1,1,1,0,0,0,0,0,0,0
012361.jpg,0,0,0,0,0,1,0,1,0,0
011575.jpg,0,0,0,0,1,1,0,0,0,0
007720.jpg,0,0,0,0,0,0,0,1,0,0
008047.jpg,0,0,0,0,1,0,0,0,0,0
012121.jpg,0,0,0,0,0,0,1,0,1,0
006942.jpg,0,0,0,0,0,0,0,0,1,0
000089.jpg,0,1,0,1,0,0,0,0,0,0
010441.jpg,0,0,0,0,0,0,0,1,0,0
008774.jpg,0,0,0,0,0,0,0,1,0,0
008385.jpg,0,0,0,0,0,0,0,1,0,0
003716.jpg,1,0,1,0,0,0,0,0,0,0
002295.jpg,0,1,0,1,0,0,0,0,0,0
009372.jpg,0,0,0,0,0,1,0,0,1,0
000733.jpg,0,0,1,1,0,0,0,0,0,0
004031.jpg,0,0,0,0,0,1,0,0,0,0
012859.jpg,0,0,0,0,1,0,0,0,0,1
009443.jpg,0,0,0,0,0,1,0,0,1,0
006386.jpg,0,0,0,0,1,1,0,0,1,0
009714.jpg,0,0,0,0,0,0,1,0,0,0
009105.jpg,0,0,0,0,1,1,0,1,0,0
003810.jpg,1,1,0,1,0,0,0,0,0,0
003730.jpg,0,1,1,1,0,0,0,0,0,0
007787.jpg,0,0,0,0,0,0,0,1,0,0
003097.jpg,0,1,0,1,0,0,0,0,0,0
000678.jpg,0,0,1,1,0,0,0,0,0,0
002590.jpg,1,0,0,0,0,0,0,0,0,0
012994.jpg,0,0,0,0,0,1,0,0,1,0
005701.jpg,0,0,0,0,0,0,1,0,0,0
011675.jpg,0,0,0,0,1,0,0,0,0,0
002943.jpg,1,0,0,0,0,0,0,0,0,0
003419.jpg,0,1,0,1,0,0,0,0,0,0
007669.jpg,0,0,0,0,1,0,0,1,0,0
007704.jpg,0,0,0,0,0,0,0,1,0,0
007404.jpg,0,0,0,0,1,1,0,1,0,0
010534.jpg,0,0,0,0,0,0,0,1,0,0
001320.jpg,1,0,0,0,0,0,0,0,0,0
009037.jpg,0,0,0,0,1,1,0,0,0,0
013098.jpg,0,0,0,0,0,1,0,0,1,0
002681.jpg,1,1,0,0,0,0,0,0,0,0
007564.jpg,0,0,0,0,1,0,0,0,0,0
005159.jpg,0,0,0,0,0,0,0,0,1,0
012507.jpg,0,0,0,0,0,0,0,1,0,0
002684.jpg,1,1,0,1,0,0,0,0,0,0
011648.jpg,0,0,0,0,1,0,0,0,0,0
004139.jpg,0,0,0,0,0,0,0,0,1,0
010694.jpg,0,0,0,0,1,0,0,1,0,0
008335.jpg,0,0,0,0,0,0,0,1,0,0
005124.jpg,0,0,0,0,0,0,0,0,1,0
001012.jpg,1,1,0,0,0,0,0,0,0,0
003220.jpg,1,0,0,1,0,0,0,0,0,0
001368.jpg,1,1,1,0,0,0,0,0,0,0
000185.jpg,0,0,0,1,0,0,0,0,0,0
001237.jpg,0,1,1,1,0,0,0,0,0,0
005906.jpg,1,1,1,0,0,0,0,0,0,0
008280.jpg,0,0,0,0,0,0,0,1,0,0
013817.jpg,0,0,0,0,0,0,0,0,1,0
003270.jpg,0,1,0,1,0,0,0,0,0,0
001280.jpg,1,0,0,0,0,0,0,0,0,0
007930.jpg,0,0,0,0,1,1,0,0,0,0
013447.jpg,0,0,0,0,0,0,0,0,1,0
009716.jpg,0,0,0,0,0,0,1,0,0,0
011320.jpg,0,0,0,0,0,0,1,1,0,0
002892.jpg,0,1,1,0,0,0,0,0,0,0
010775.jpg,0,0,0,0,0,1,0,1,0,0
007386.jpg,0,0,0,0,0,0,1,1,0,0
003689.jpg,1,1,1,1,0,0,0,0,0,0
004126.jpg,0,0,0,0,1,1,0,0,0,0
006085.jpg,0,0,0,0,1,0,1,0,0,0
013611.jpg,0,0,0,0,0,0,0,0,1,0
007283.jpg,0,0,0,0,0,0,1,1,0,0
001850.jpg,0,1,0,1,0,0,0,0,0,0
006099.jpg,0,0,0,0,1,0,0,0,0,0
004456.jpg,0,0,0,0,0,1,0,0,1,0
008754.jpg,0,0,0,0,1,1,0,0,0,0
001612.jpg,1,1,0,1,0,0,0,0,0,0
010454.jpg,0,0,0,0,1,0,0,0,0,0
003948.jpg,0,0,0,0,0,0,0,0,1,0
000227.jpg,1,0,0,0,0,0,0,0,0,0
008533.jpg,0,0,0,0,0,0,0,1,0,0
010671.jpg,0,0,0,0,1,0,0,1,0,0
002738.jpg,0,1,1,1,0,0,0,0,0,0
003546.jpg,0,0,1,0,0,0,0,0,0,0
009403.jpg,0,0,0,0,0,1,0,0,1,0
009700.jpg,0,0,0,0,0,0,1,0,0,0
007121.jpg,0,0,0,0,1,0,0,0,1,0
008137.jpg,0,0,0,0,0,0,0,1,0,0
012819.jpg,0,0,0,0,1,0,0,0,1,1
007668.jpg,0,0,0,0,0,0,0,1,0,0
001155.jpg,1,0,0,1,0,0,0,0,0,0
011216.jpg,0,0,0,0,0,0,0,1,0,0
013648.jpg,0,0,0,0,0,0,0,0,1,0
002276.jpg,1,1,0,1,0,0,0,0,0,0
004301.jpg,1,1,0,0,0,0,0,0,0,0
009248.jpg,0,0,0,0,1,0,0,0,0,0
002861.jpg,1,0,1,1,0,0,0,0,0,0
005457.jpg,0,0,0,0,1,0,0,0,0,0
008599.jpg,0,0,0,0,0,1,0,1,0,0
008776.jpg,0,0,0,0,0,0,0,1,0,0
006589.jpg,0,0,0,0,0,1,0,0,0,0
006854.jpg,0,0,0,0,0,0,1,0,1,0
000349.jpg,1,0,0,0,0,0,0,0,0,0
000472.jpg,0,0,1,0,0,0,0,0,0,0
011237.jpg,0,0,0,0,0,0,0,1,0,0
006240.jpg,0,0,0,0,0,0,1,0,0,0
007862.jpg,0,0,0,0,0,0,1,1,0,0
003918.jpg,0,0,0,0,0,0,0,0,1,1
008671.jpg,0,0,0,0,0,0,0,1,0,0
007743.jpg,0,0,0,0,0,0,0,1,0,0
001627.jpg,1,1,1,1,0,0,0,0,0,0
001840.jpg,1,1,0,0,0,0,0,0,0,0
000365.jpg,0,0,1,1,0,0,0,0,0,0
007338.jpg,0,0,0,0,0,0,1,1,0,0
010004.jpg,0,0,0,0,0,1,1,0,0,0
007513.jpg,0,0,0,0,0,0,0,1,0,0
009476.jpg,0,0,0,0,0,1,0,0,1,0
004466.jpg,0,0,0,0,0,0,0,0,1,0
000701.jpg,0,0,1,1,0,0,0,0,0,0
013664.jpg,0,0,0,0,0,0,0,0,1,0
005372.jpg,0,0,0,0,1,0,1,0,0,0
004283.jpg,1,1,0,1,0,0,0,0,0,0
003022.jpg,0,1,0,1,0,0,0,0,0,0
006751.jpg,0,0,0,0,0,0,0,0,1,1
011385.jpg,0,0,0,0,1,1,1,0,0,0
013690.jpg,0,0,0,0,0,0,0,0,1,0
010634.jpg,0,0,0,0,0,0,0,1,0,0
002122.jpg,0,1,0,1,0,0,0,0,0,0
009504.jpg,0,0,0,0,0,1,0,0,1,0
004371.jpg,1,1,1,0,0,0,0,0,0,0
007814.jpg,0,0,0,0,0,0,0,1,0,0
003293.jpg,1,1,0,1,0,0,0,0,0,0
003719.jpg,1,0,1,0,0,0,0,0,0,0
011246.jpg,0,0,0,0,0,1,0,1,0,0
007370.jpg,0,0,0,0,0,0,0,1,0,0
001453.jpg,1,1,1,1,0,0,0,0,0,0
002840.jpg,1,1,0,1,0,0,0,0,0,0
009547.jpg,0,0,0,0,1,0,0,0,0,0
000663.jpg,0,0,1,0,0,0,0,0,0,0
011373.jpg,0,0,0,0,0,0,0,1,0,0
000373.jpg,1,1,0,0,0,0,0,0,0,0
009323.jpg,0,0,0,1,0,0,0,0,0,0
004089.jpg,0,0,0,0,0,0,0,0,0,1
010540.jpg,0,0,0,0,0,0,0,1,0,0
004092.jpg,0,0,0,0,0,0,0,0,0,1
002461.jpg,0,1,0,1,0,0,0,0,0,0
010458.jpg,0,0,0,0,1,0,0,1,1,0
005504.jpg,0,0,0,0,1,1,0,0,0,0
008440.jpg,0,0,0,0,0,1,0,1,0,0
005167.jpg,0,0,0,0,1,0,0,0,1,0
003826.jpg,1,0,1,0,0,0,0,0,0,0
003628.jpg,0,0,0,1,0,0,0,0,0,0
001200.jpg,0,1,1,1,0,0,0,0,0,0
011301.jpg,0,0,0,0,0,1,1,1,0,0
004923.jpg,0,0,0,0,0,0,0,0,1,0
005177.jpg,0,0,0,0,0,0,0,0,1,0
003134.jpg,0,1,0,1,0,0,0,0,0,0
003358.jpg,0,0,0,1,0,0,0,0,0,0
006336.jpg,0,0,0,0,0,0,0,0,1,0
008190.jpg,0,0,0,0,0,0,0,1,0,0
007877.jpg,0,0,0,0,1,1,0,0,0,0
012393.jpg,0,0,0,0,0,0,0,1,0,0
001478.jpg,1,1,0,0,0,0,0,0,0,0
011486.jpg,0,0,0,0,1,0,0,0,0,0
005637.jpg,0,0,0,0,0,0,1,0,0,0
005314.jpg,0,0,0,0,0,1,0,0,0,0
011124.jpg,0,0,0,0,1,1,0,0,1,0
009361.jpg,0,0,0,0,1,0,0,0,1,0
001711.jpg,1,1,1,1,0,0,0,0,0,0
010584.jpg,0,0,0,0,0,0,0,1,0,0
003860.jpg,0,0,0,0,0,0,1,0,1,0
010335.jpg,0,0,0,0,0,0,1,0,0,0
001763.jpg,0,0,0,1,0,0,0,0,0,0
012374.jpg,0,0,0,0,1,0,0,0,0,0
003911.jpg,0,0,0,0,0,0,0,0,1,0
003874.jpg,0,0,0,0,0,0,0,0,1,0
005817.jpg,0,0,0,0,0,1,0,0,0,0
006821.jpg,0,0,0,0,0,0,1,0,1,0
001826.jpg,0,1,0,1,0,0,0,0,0,0
004406.jpg,1,1,1,0,0,0,0,0,0,0
001122.jpg,1,1,0,1,0,0,0,0,0,0
013307.jpg,0,0,0,0,1,0,0,0,1,0
001973.jpg,1,1,0,1,0,0,0,0,0,0
006682.jpg,0,0,0,0,0,0,0,0,0,1
006532.jpg,0,0,0,0,0,0,1,0,0,0
011176.jpg,0,0,0,0,0,0,1,0,0,0
001636.jpg,0,1,0,1,0,0,0,0,0,0
000294.jpg,1,1,1,1,0,0,0,0,0,0
007593.jpg,0,0,0,0,1,0,1,0,0,0
012006.jpg,0,0,0,0,0,0,0,1,0,0
012029.jpg,0,0,0,0,1,0,0,0,1,0
005851.jpg,0,0,0,0,0,0,1,0,0,0
013451.jpg,0,0,0,0,0,0,0,0,1,0
013785.jpg,0,0,0,0,0,0,0,0,1,0
000252.jpg,1,1,0,0,0,0,0,0,0,0
000788.jpg,0,0,1,0,0,0,0,0,0,0
001589.jpg,1,1,0,0,0,0,0,0,0,0
013757.jpg,0,0,0,0,0,0,0,0,1,0
007590.jpg,0,0,0,0,1,0,1,0,0,0
009520.jpg,0,0,0,0,0,1,0,0,1,0
010552.jpg,0,0,0,0,1,1,0,1,0,0
007185.jpg,0,0,0,0,0,0,0,0,1,0
008196.jpg,0,0,0,0,0,0,1,0,0,0
000523.jpg,0,0,1,0,0,0,0,0,0,0
000721.jpg,0,0,1,1,0,0,0,0,0,0
012321.jpg,0,0,0,0,0,1,0,1,0,0
007494.jpg,0,0,0,0,0,0,0,1,0,0
004741.jpg,1,1,1,0,0,0,0,0,0,0
000682.jpg,0,0,1,1,0,0,0,0,0,0
007304.jpg,0,0,0,0,0,0,1,1,0,0
008636.jpg,0,0,0,0,0,0,0,1,0,0
010843.jpg,0,0,0,0,0,0,0,1,0,0
013404.jpg,0,0,0,0,0,0,0,0,0,1
005197.jpg,0,0,0,0,1,0,0,0,1,0
012502.jpg,0,0,0,0,0,0,0,1,0,0
007431.jpg,0,0,0,0,0,0,0,1,0,0
004860.jpg,0,0,0,1,1,1,0,0,1,1
003194.jpg,0,1,1,1,0,0,0,0,0,0
005447.jpg,0,0,0,0,1,0,0,0,0,0
003450.jpg,1,0,0,0,0,0,0,0,0,0
006167.jpg,0,0,0,0,0,0,1,0,0,0
009845.jpg,0,0,0,0,0,0,1,0,0,0
003216.jpg,1,1,0,1,0,0,0,0,0,0
003769.jpg,1,0,0,1,0,0,0,0,0,0
008891.jpg,0,0,0,0,1,1,0,0,0,0
002514.jpg,1,1,0,0,0,0,0,0,0,0
010180.jpg,0,0,0,0,1,1,0,0,0,0
000576.jpg,0,0,1,1,0,0,0,0,0,0
010715.jpg,0,0,0,0,0,0,0,1,0,0
002797.jpg,1,1,0,1,0,0,0,0,0,0
007943.jpg,0,0,0,0,1,1,0,0,0,0
002533.jpg,1,1,0,0,0,0,0,0,0,0
013352.jpg,0,0,0,0,1,0,1,0,1,0
006320.jpg,1,1,1,0,0,0,0,0,0,0
005292.jpg,1,1,0,0,0,0,0,0,0,0
009782.jpg,0,0,0,0,0,0,0,1,0,0
012339.jpg,0,0,0,0,1,0,0,0,0,0
011284.jpg,0,0,0,0,0,0,0,1,0,0
003872.jpg,0,0,0,0,0,0,0,0,1,0
006717.jpg,0,0,0,0,0,0,1,0,0,0
013510.jpg,0,0,0,0,0,0,0,0,0,1
011741.jpg,0,0,0,0,0,0,1,0,1,0
006955.jpg,0,0,0,0,1,0,0,0,1,0
012092.jpg,0,0,0,0,1,1,0,0,0,0
010425.jpg,0,0,0,0,0,0,0,1,0,0
004572.jpg,0,0,0,0,1,0,1,0,0,0
010190.jpg,0,0,0,0,1,1,0,0,0,0
012439.jpg,0,0,0,0,0,0,0,1,0,0
002604.jpg,1,0,0,1,0,0,0,0,0,0
001730.jpg,1,1,1,1,0,0,0,0,0,0
006367.jpg,0,0,0,0,0,0,0,0,1,1
004871.jpg,0,0,0,0,0,0,0,0,1,0
012696.jpg,0,0,0,0,1,0,0,0,0,1
012159.jpg,0,0,0,0,1,1,1,0,1,0
007318.jpg,0,0,0,0,0,0,0,1,0,0
010955.jpg,0,0,0,0,0,0,1,1,0,0
001664.jpg,0,1,0,1,0,0,0,0,0,0
003792.jpg,1,0,0,1,0,0,0,0,0,0
002493.jpg,0,1,0,1,0,0,0,0,0,0
002929.jpg,0,1,0,1,0,0,0,0,0,0
009781.jpg,0,0,0,0,0,0,0,1,0,0
006010.jpg,0,0,0,0,0,0,1,0,0,0
011780.jpg,0,0,0,0,0,0,1,0,0,0
007664.jpg,0,0,0,0,0,0,0,1,0,0
001675.jpg,0,1,0,1,0,0,0,0,0,0
013875.jpg,0,0,0,0,0,0,0,0,1,0
008338.jpg,0,0,0,0,0,0,0,1,0,0
009292.jpg,0,0,0,0,1,0,0,0,0,0
006022.jpg,0,0,0,0,1,0,0,0,0,0
012983.jpg,0,0,0,0,0,0,0,0,0,1
005477.jpg,0,0,0,0,1,0,0,0,0,0
009968.jpg,0,0,0,0,0,1,1,0,0,0
012935.jpg,0,0,0,0,0,0,1,0,1,1
010125.jpg,0,0,0,0,1,0,1,0,0,0
001841.jpg,1,1,0,1,0,0,0,0,0,0
004712.jpg,1,1,0,0,0,0,0,0,0,0
004042.jpg,0,0,0,0,0,1,0,0,0,0
004207.jpg,0,0,0,0,0,0,0,0,0,1
000211.jpg,0,1,1,0,0,0,0,0,0,0
006194.jpg,0,0,0,0,0,0,1,0,0,0
004018.jpg,0,0,0,0,1,0,1,0,0,0
001957.jpg,1,1,0,1,0,0,0,0,0,0
000692.jpg,0,0,1,1,0,0,0,0,0,0
006407.jpg,0,0,0,0,1,1,0,0,0,0
007565.jpg,0,0,0,0,1,0,0,0,0,0
008943.jpg,0,0,0,0,1,0,1,0,0,0
002075.jpg,1,1,0,1,0,0,0,0,0,0
012608.jpg,0,0,0,0,0,0,0,0,1,0
013386.jpg,0,0,0,0,1,0,0,0,1,0
010716.jpg,0,0,0,0,0,0,0,1,0,0
001558.jpg,1,1,0,1,0,0,0,0,0,0
006009.jpg,0,0,0,0,1,0,0,0,0,0
001813.jpg,1,1,0,1,0,0,0,0,0,0
011487.jpg,0,0,0,0,1,1,0,0,0,0
007518.jpg,0,0,0,0,1,1,0,1,0,0
003736.jpg,0,0,1,1,0,0,0,0,0,0
007671.jpg,0,0,0,0,1,0,0,1,0,0
011807.jpg,0,0,0,0,0,0,1,0,0,0
002512.jpg,1,1,0,1,0,0,0,0,0,0
012220.jpg,0,0,0,0,0,0,0,0,1,1
005232.jpg,0,0,0,0,0,0,1,0,1,0
008431.jpg,0,0,0,0,0,0,0,1,0,0
004121.jpg,0,0,0,0,1,1,0,0,0,0
005348.jpg,0,0,0,0,1,0,0,0,0,0
002292.jpg,1,0,0,1,0,0,0,0,0,0
009184.jpg,0,0,0,0,0,0,1,0,0,0
011713.jpg,0,0,0,0,1,0,1,0,0,0
006781.jpg,0,0,0,0,0,0,1,0,0,0
000419.jpg,1,0,1,1,0,0,0,0,0,0
001353.jpg,1,1,0,0,0,0,0,0,0,0
008115.jpg,0,0,0,0,0,0,0,1,0,0
008080.jpg,0,0,0,0,0,0,1,1,0,0
007309.jpg,0,0,0,0,0,0,1,1,0,0
010101.jpg,0,0,0,0,1,0,0,0,0,0
001952.jpg,1,1,0,1,0,0,0,0,0,0
006988.jpg,0,0,0,0,1,0,1,0,0,0
003475.jpg,1,0,0,0,0,0,0,0,0,0
010241.jpg,0,0,0,0,0,0,1,0,0,0
009456.jpg,0,0,0,0,1,0,0,0,1,0
013078.jpg,0,0,0,0,0,1,0,0,1,0
003964.jpg,0,0,0,0,1,1,0,0,1,0
